userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (2687,0.7867037057876587) (261,0.6922585368156433) (1125,0.6110833287239075) (1057,0.5951187014579773) (318,0.575461208820343) (708,0.5592771172523499) (2870,0.5332530736923218) (1654,0.5178988575935364) (2110,0.5073267817497253) (2124,0.4916037619113922) (920,0.4803987741470337) (2245,0.4681268334388733) (492,0.46188873052597046) (1643,0.4594762325286865) (2132,0.45333197712898254) (1290,0.4490864872932434) (2141,0.44360020756721497) (915,0.44146668910980225) (2083,0.4350317716598511) (2762,0.43454471230506897)*
1828: (2858,0.5639083981513977)* (1476,0.4867955446243286) (2762,0.47639960050582886) (2706,0.4442230761051178) (3219,0.4397551715373993) (593,0.4374980926513672) (293,0.4238380491733551) (1343,0.4177688658237457) (3285,0.4113808274269104) (2492,0.4049348831176758) (150,0.4034326374530792) (1407,0.3955548107624054) (2694,0.3929503858089447) (1120,0.3920607268810272) (3785,0.3888837397098541) (2759,0.3862483501434326) (3148,0.38293543457984924) (187,0.38132208585739136) (1627,0.3808152377605438) (372,0.3799803555011749)
1829: (373,0.65501469373703) (3281,0.6457033753395081) (1759,0.5775383710861206) (1117,0.5771052241325378) (1910,0.5682659149169922) (45,0.5652192234992981) (1176,0.5549077987670898) (1428,0.5516902804374695) (1186,0.5370457172393799) (3676,0.5362509489059448) (190,0.5308932662010193) (503,0.5292782187461853) (272,0.5279572010040283) (1699,0.5233968496322632) (850,0.5211047530174255) (214,0.5183342695236206) (764,0.5178429484367371) (306,0.515516996383667) (3518,0.5149545073509216) (3010,0.5127121806144714)
1830: (2858,0.7000078558921814) (2571,0.645207941532135) (1196,0.579293966293335)* (1387,0.5785861015319824) (3578,0.5675236582756042) (3753,0.5470656156539917) (2028,0.5440349578857422) (2628,0.5237250924110413) (1198,0.5225063562393188) (1291,0.5214256048202515)* (858,0.5150272250175476) (3623,0.5146925449371338) (110,0.5126184821128845) (1101,0.5115611553192139) (1242,0.5079639554023743) (1580,0.5029126405715942)* (1573,0.5019593238830566) (1356,0.4999814033508301) (2000,0.49834057688713074) (329,0.4899224042892456)
1831: (2762,0.7226707935333252) (2718,0.7194925546646118) (2188,0.7055413722991943) (2492,0.6948866844177246)* (2541,0.6915275454521179) (2759,0.6895961761474609)* (3752,0.6651143431663513) (2694,0.6568294167518616) (2907,0.6560183167457581) (3892,0.6506717205047607) (3618,0.6462974548339844) (3285,0.642094612121582) (3785,0.6373326778411865) (3786,0.6280998587608337) (3556,0.6270585060119629) (3219,0.6177201867103577) (2598,0.6161906719207764) (3203,0.6139968037605286) (1513,0.6095317602157593) (3180,0.6076053380966187)
1832: (764,0.8006999492645264) (506,0.7991246581077576) (2801,0.7911914587020874) (1733,0.7707712650299072) (1902,0.7666742205619812) (2165,0.764581561088562) (202,0.7588052749633789) (131,0.7538820505142212) (2197,0.7527434825897217) (2998,0.750981867313385) (2697,0.746459424495697) (831,0.745543897151947) (1650,0.7405263185501099) (1633,0.740480899810791) (753,0.7393001317977905) (57,0.7328636050224304) (2192,0.7315570116043091) (2331,0.7290055155754089) (461,0.7271057367324829) (617,0.7237983345985413)
1833: (2762,0.5018104910850525) (1476,0.46659496426582336) (2959,0.459820032119751)* (1358,0.4345557987689972) (858,0.4272651672363281) (1673,0.42260950803756714) (647,0.4176205098628998) (3578,0.41668400168418884)* (3100,0.4045580327510834) (1923,0.40406522154808044) (150,0.4003378450870514) (246,0.3992692232131958) (3263,0.39672526717185974) (3386,0.39381730556488037) (2231,0.3912925124168396) (3148,0.3902525007724762) (2706,0.38720589876174927) (2687,0.38651788234710693) (3178,0.38505297899246216) (2571,0.38283437490463257)
1834: (2901,0.6979673504829407) (2124,0.6348629593849182) (3157,0.616005003452301) (3344,0.6146999597549438) (1848,0.5936295986175537) (1327,0.5808238387107849) (2762,0.5767537951469421) (1125,0.5600453019142151) (2097,0.5546008348464966) (3701,0.5411469340324402) (2717,0.5385581254959106) (2747,0.5320073366165161) (3892,0.5316855311393738) (2718,0.5314126014709473) (2900,0.5273163318634033) (528,0.527143120765686) (2858,0.5241309404373169) (2399,0.5178138613700867) (3840,0.5144599080085754) (3847,0.510786771774292)
1835: (1125,0.5861992835998535) (1057,0.5765656232833862) (492,0.5575428009033203) (532,0.5509626865386963) (716,0.5355926156044006) (2687,0.5355319380760193) (3040,0.5288400650024414) (528,0.5273231267929077) (708,0.5190060138702393) (561,0.5187162756919861) (1186,0.5158324837684631) (735,0.5125705003738403) (1627,0.5116862654685974) (851,0.5094524621963501) (1563,0.49360042810440063) (488,0.48611152172088623) (2294,0.48235318064689636) (2294,0.48235318064689636) (999,0.47956985235214233) (1910,0.4770892560482025)
1836: (492,0.7117094397544861)* (1125,0.6057195663452148) (2110,0.5905444622039795)* (1476,0.5497142672538757) (272,0.5032333135604858) (1184,0.50141441822052) (1633,0.49082815647125244) (319,0.47941383719444275)* (2132,0.4779333174228668) (708,0.47737494111061096) (1305,0.47411543130874634) (2745,0.47323763370513916) (3706,0.46564987301826477) (2687,0.46517863869667053) (2124,0.4629382789134979) (1096,0.4587417542934418)* (1173,0.44822898507118225) (2283,0.43939486145973206) (2165,0.4384008049964905) (915,0.43512651324272156)
1837: (373,0.6902518272399902) (319,0.6177058219909668) (2124,0.6152185797691345) (1057,0.6116288304328918) (492,0.6082145571708679) (1476,0.5481371283531189) (2110,0.5309031009674072) (1563,0.5264413952827454) (3281,0.5243232846260071) (3676,0.5225799083709717)* (2687,0.5175849795341492) (272,0.5154817700386047) (159,0.5138928294181824) (3706,0.5121212005615234) (999,0.509695827960968) (1910,0.5080923438072205) (1759,0.5075360536575317) (1627,0.5049495697021484) (561,0.5026895999908447) (716,0.5018436312675476)
1838: (3326,0.536613941192627) (3579,0.5137430429458618) (3785,0.4954783618450165) (2858,0.4932297468185425) (3316,0.48935356736183167) (3285,0.48659437894821167) (2718,0.4746660888195038) (2714,0.4699757695198059) (3752,0.4672442078590393) (3408,0.4671586751937866) (3408,0.4671586751937866) (3484,0.4649030268192291) (3554,0.46360623836517334) (3879,0.460683137178421) (3646,0.45915406942367554) (3594,0.4573318064212799) (3618,0.45712292194366455) (3566,0.4565672278404236) (2390,0.455098032951355) (3826,0.45180460810661316)
1839: (1573,0.583500325679779)* (2959,0.5610793828964233) (288,0.5419201254844666) (2625,0.5052987933158875) (858,0.4968349039554596) (163,0.49267256259918213) (353,0.49137988686561584) (3624,0.4857581555843353) (1476,0.4856504797935486) (70,0.47462403774261475)* (1769,0.472740113735199) (2762,0.46533966064453125)* (593,0.4649953842163086) (527,0.46389850974082947) (527,0.46389850974082947) (2540,0.46286559104919434) (3753,0.4617055356502533) (2700,0.45789244771003723) (1617,0.45315995812416077) (110,0.4512028992176056)*
1840: (2366,0.4816676676273346) (2287,0.4786522686481476) (908,0.4653357267379761) (1387,0.4569263756275177) (1219,0.4442030191421509) (1221,0.4433840215206146) (2571,0.4342156648635864) (2901,0.4238610565662384) (1240,0.4200039505958557) (589,0.4177928864955902) (2687,0.4160647392272949) (3032,0.4149816632270813) (1019,0.4144340753555298) (2993,0.40975233912467957) (2947,0.40965285897254944) (3770,0.4092496335506439) (2858,0.4083986282348633) (858,0.408270001411438) (1242,0.4010522961616516) (1196,0.3934937119483948)
1841: (1476,0.5926313400268555) (2294,0.5819572806358337) (2294,0.5819572806358337) (2687,0.5518049597740173) (318,0.5117150545120239)* (1573,0.49929770827293396) (708,0.4858604371547699) (593,0.47174161672592163) (1480,0.4562770128250122) (372,0.4562561511993408) (3285,0.4405271112918854) (2712,0.4391222596168518) (3453,0.43529608845710754) (231,0.431876003742218) (3100,0.4263875484466553) (1057,0.4234825074672699) (2707,0.41613152623176575) (3263,0.41541334986686707) (3578,0.4116392135620117) (2700,0.4092387855052948)
1842: (45,0.7439125776290894)* (492,0.7336490154266357) (187,0.7127910852432251) (1057,0.7091354131698608) (373,0.6773719787597656) (319,0.6695702075958252) (532,0.6304435133934021) (1563,0.6228336095809937) (1870,0.6067777872085571) (372,0.5977835059165955) (1627,0.5962170362472534) (851,0.5894536375999451) (1480,0.5867040753364563) (528,0.583420991897583) (2579,0.5784226059913635) (3145,0.5727113485336304) (1186,0.5708813667297363) (2124,0.5634278059005737) (305,0.561699628829956) (1633,0.5565855503082275)
1843: (492,0.5582863092422485) (1238,0.5256228446960449) (2858,0.5250369906425476) (921,0.5208843350410461) (45,0.4768647849559784) (1189,0.47601190209388733) (1162,0.45555609464645386) (2712,0.4533628523349762) (1186,0.4492582082748413) (318,0.43745291233062744) (3814,0.4367632567882538)* (1125,0.435968816280365) (162,0.43157121539115906) (373,0.42898041009902954) (2687,0.42419710755348206) (2303,0.41958996653556824) (319,0.41924211382865906) (1104,0.41765478253364563) (3129,0.41739779710769653) (2762,0.4093841314315796)
1844: (3790,0.8865079283714294) (3571,0.8850910067558289) (2813,0.840791642665863) (2712,0.823658287525177) (2579,0.8226915001869202) (3906,0.8178835511207581) (3786,0.8131729364395142) (3880,0.7983126044273376) (2858,0.7975316643714905) (233,0.793127715587616) (3562,0.7880436182022095) (3747,0.7850327491760254) (187,0.7837364077568054) (863,0.7747430801391602) (3851,0.7688532471656799) (3900,0.7653068900108337) (3556,0.7648009657859802) (2440,0.7597561478614807) (3509,0.7558379769325256) (3129,0.7556905746459961)
1845: (45,0.7164395451545715) (272,0.7159649729728699) (373,0.7075337767601013) (319,0.6917434930801392) (1759,0.6673149466514587) (1186,0.6662510633468628) (1563,0.665688157081604) (764,0.6575807332992554) (1633,0.6534877419471741) (617,0.6458243727684021) (851,0.6371777653694153) (1502,0.6336562037467957) (159,0.6293209195137024) (503,0.6207865476608276) (776,0.6111796498298645) (1910,0.6105859279632568) (2192,0.6102401614189148) (787,0.6058768630027771) (2128,0.6042578220367432) (496,0.6022294163703918)
1846: (45,0.5241578817367554) (373,0.49623483419418335) (1189,0.46081313490867615) (319,0.44890764355659485) (3676,0.43539538979530334) (3706,0.4191064238548279) (2762,0.41879725456237793) (1476,0.4100562632083893) (503,0.4061034023761749) (492,0.39981597661972046) (593,0.39716383814811707) (2938,0.3960481584072113) (2330,0.39595022797584534) (235,0.3956671357154846) (2356,0.38658449053764343) (1305,0.3791334629058838) (1186,0.3783622980117798)* (522,0.3776680529117584) (3266,0.37021154165267944) (159,0.36713242530822754)
1847: (556,0.8663612008094788) (3281,0.7485656142234802) (373,0.7372538447380066) (1428,0.7328792810440063) (994,0.7209450602531433) (1176,0.7063054442405701) (319,0.7049660682678223) (3718,0.7034555077552795) (45,0.6883386969566345) (335,0.6882824301719666) (1759,0.6646467447280884) (1809,0.6601480841636658) (1563,0.6595891714096069) (1480,0.658785879611969) (306,0.6540605425834656) (1117,0.6523839235305786) (3518,0.6500542163848877) (503,0.6482983231544495) (1038,0.6449903845787048) (2912,0.6449010968208313)
1848: (2687,0.832531213760376) (1480,0.635736346244812) (2712,0.6268635988235474) (3952,0.580266535282135) (2294,0.579004168510437) (2294,0.579004168510437) (3897,0.5512150526046753) (1914,0.5391907095909119) (3936,0.5323424935340881) (2700,0.5274699330329895) (3124,0.5265226364135742) (2657,0.5208157896995544)* (3538,0.5112905502319336) (3509,0.5108458995819092) (2762,0.5049692392349243) (3007,0.5031861662864685) (3303,0.503025472164154) (3913,0.5022947788238525) (2997,0.4999281167984009) (2160,0.49713122844696045)
1849: (2858,0.5309749245643616) (1573,0.49424996972084045) (527,0.4809057116508484) (527,0.4809057116508484) (2762,0.47549545764923096) (260,0.4667876958847046) (1240,0.41681280732154846) (3452,0.4061214327812195) (1356,0.4032648801803589) (1036,0.4024059772491455) (3578,0.391400545835495) (858,0.3868587017059326) (748,0.3733639121055603) (2916,0.36970362067222595) (2811,0.36728015542030334) (32,0.3665863871574402) (3753,0.3655726909637451) (2021,0.36434897780418396) (2959,0.362995982170105) (2989,0.360901415348053)
1850: (708,0.8076057434082031) (2124,0.7703140377998352) (1654,0.7141821980476379) (2141,0.6927854418754578) (107,0.6611111164093018) (1848,0.6384493708610535) (2297,0.6371768116950989) (2083,0.6074830889701843) (2858,0.5810325145721436) (1022,0.567682147026062) (1356,0.55013507604599) (2762,0.5498986840248108) (3578,0.5446938276290894) (3754,0.543973445892334) (2628,0.5421462059020996) (261,0.5413499474525452) (1297,0.5399940013885498) (1290,0.5367175340652466) (3000,0.5359979867935181) (1125,0.5347169637680054)
1851: (556,0.5795960426330566) (1217,0.5266594886779785) (994,0.5093325972557068) (1480,0.4991726279258728) (593,0.4966854453086853) (373,0.4951772689819336) (335,0.49410903453826904) (45,0.48780354857444763) (2132,0.48515650629997253) (392,0.48137396574020386) (3718,0.48088717460632324) (1232,0.47966310381889343) (2158,0.46550366282463074) (2727,0.46521705389022827) (319,0.4554286003112793) (1719,0.4551612138748169) (2687,0.4483520984649658) (3647,0.44551002979278564) (2677,0.44233015179634094) (3618,0.44207635521888733)
1852: (2901,0.6778184771537781) (2232,0.6566382050514221) (541,0.6249706745147705) (2021,0.6185774803161621) (2858,0.5746457576751709) (2009,0.5725294947624207) (3701,0.5669205784797668) (1240,0.5606269240379333) (1573,0.5579655766487122) (3864,0.5560672283172607) (2762,0.5531864166259766) (2363,0.5474841594696045) (748,0.543289065361023) (2366,0.5328364372253418) (3000,0.5312833786010742) (1356,0.5293567776679993) (3627,0.5231080055236816) (1097,0.5213630199432373) (1097,0.5213630199432373) (1921,0.520327091217041)
1853: (492,0.6722107529640198) (1125,0.5970969200134277) (915,0.5202701091766357) (1186,0.510657787322998) (2110,0.5094921588897705) (921,0.49042755365371704) (1476,0.47893160581588745) (1238,0.45207318663597107) (2687,0.4519791305065155) (2065,0.4511103630065918) (1057,0.44293412566185) (1963,0.40259286761283875) (45,0.40230634808540344) (708,0.40208709239959717) (3129,0.39693334698677063) (1120,0.3860422372817993) (372,0.3833945691585541) (1885,0.3786008954048157) (1701,0.37839245796203613) (1966,0.3762848675251007)
1854: (2762,0.6155301332473755) (2997,0.5305558443069458) (527,0.5014943480491638)* (527,0.5014943480491638)* (2336,0.4983685314655304) (2959,0.48719799518585205) (2712,0.4844905436038971) (2501,0.47955965995788574) (3618,0.47565987706184387) (2692,0.47390180826187134) (2599,0.46640291810035706) (2770,0.46252137422561646) (2492,0.45952972769737244) (3510,0.45747458934783936) (3219,0.4394589066505432) (2683,0.43824902176856995) (2759,0.4347429871559143) (2694,0.43384164571762085)* (3752,0.43273138999938965) (3285,0.43180912733078003)
1855: (2571,0.6020577549934387) (2028,0.5762732625007629)* (858,0.5418186187744141) (2762,0.5409179329872131) (589,0.5167822241783142) (1573,0.49956971406936646)* (648,0.49155786633491516) (3753,0.488023579120636) (1036,0.4750758409500122) (2959,0.47181886434555054) (1610,0.4665937125682831) (1242,0.4654506742954254) (1291,0.45152223110198975) (1476,0.4440265893936157) (380,0.4438951015472412) (288,0.4354361891746521) (1240,0.43438613414764404) (3624,0.4316602647304535) (2628,0.4308781623840332) (1387,0.4265347421169281)
1856: (1334,0.6689578294754028) (3344,0.6282728910446167) (2554,0.6052038669586182) (2665,0.587952733039856)* (1327,0.5753756165504456) (3847,0.5609375834465027) (748,0.5575357675552368) (1434,0.5493277311325073) (2232,0.5395306348800659) (3659,0.5359992980957031) (3935,0.528318464756012) (1982,0.5263990163803101) (1346,0.5117300748825073) (3934,0.5002055168151855) (2287,0.49984031915664673)* (2670,0.4940786361694336) (3936,0.49246805906295776) (1331,0.4855801463127136) (3627,0.4788047969341278) (1603,0.47611063718795776)
1857: (2687,0.920620322227478) (2294,0.6509575843811035) (2294,0.6509575843811035) (2858,0.5584299564361572) (783,0.5414629578590393) (260,0.5284955501556396) (13,0.525646984577179) (2124,0.5196368098258972) (1022,0.5125296115875244) (3754,0.49963292479515076) (1032,0.4955785274505615) (3776,0.4910699129104614) (1033,0.49037617444992065)* (708,0.4858173131942749) (3607,0.4847256541252136) (1356,0.47606560587882996) (318,0.47525519132614136) (2140,0.47454485297203064) (2083,0.47046539187431335) (1848,0.46937891840934753)
1858: (2294,0.8661059141159058) (2294,0.8661059141159058) (708,0.7173008322715759) (2124,0.695803701877594) (2141,0.6603372693061829) (1654,0.6463558673858643) (1125,0.6176603436470032) (1848,0.5852171778678894) (261,0.5835940837860107) (107,0.5754495859146118) (2083,0.560924768447876) (1290,0.5436608195304871) (2297,0.537299394607544) (1057,0.5344632267951965) (318,0.5136138200759888) (260,0.5037897825241089)* (2110,0.4934144914150238) (2133,0.49278783798217773) (1029,0.4878620505332947) (2870,0.4874308407306671)
1859: (2571,0.4983866214752197) (260,0.4933561086654663)* (920,0.48559004068374634) (318,0.4759676456451416) (1242,0.47474420070648193) (1221,0.4745774269104004) (527,0.46499890089035034) (527,0.46499890089035034) (858,0.460191547870636) (2687,0.45858219265937805) (969,0.45573297142982483) (908,0.4468250572681427) (593,0.4376192092895508)* (1097,0.4258388876914978) (1097,0.4258388876914978) (2762,0.42463386058807373) (1240,0.4240446984767914) (1945,0.4180460572242737) (1387,0.4158954918384552) (1914,0.4080016613006592)
1860: (969,0.4946655333042145)* (920,0.49173080921173096) (2858,0.47379299998283386) (2401,0.47126704454421997) (2762,0.4631575644016266)* (1387,0.45933985710144043) (2009,0.4553559720516205) (3404,0.4477746784687042) (318,0.4435062110424042) (1242,0.4431842267513275) (3035,0.4406033456325531) (2628,0.42140498757362366) (2571,0.42087632417678833)* (3883,0.4164428412914276) (3836,0.4160759449005127) (1019,0.4117640256881714) (3952,0.41160503029823303) (3633,0.4109029769897461) (3066,0.4109022617340088) (921,0.4086245596408844)
1861: (1125,0.6177522540092468) (921,0.5607933402061462) (2110,0.5297781229019165) (915,0.5111991763114929) (2687,0.491279661655426) (492,0.4721517264842987) (1238,0.4473397135734558) (1186,0.4459022581577301) (920,0.4319919943809509) (2870,0.4265594184398651) (2384,0.4195348918437958) (2132,0.4179140031337738) (708,0.41758400201797485) (1945,0.4151897430419922) (261,0.40653666853904724) (1963,0.40136778354644775) (2124,0.398174524307251) (1057,0.3941611647605896) (1082,0.3921810984611511) (2065,0.3909444212913513)
